hardware,embedding,horizon,lambda,time
fake_guadalupe,0,1,0.50000050000000000000000000000000000000000000000000000000000000000000000000000000,0
fake_guadalupe,0,2,0.50000100000050000000000000000000000000000000000000000000000000000000000000000000,0
fake_guadalupe,0,3,0.92584490911506170000000000000000000000000000000000000000000000000000000000000000,4
fake_guadalupe,0,4,0.95199186147581940614000000000000000000000000000000000000000000000000000000000000,22
fake_guadalupe,0,5,0.97184671087107710145442400000000000000000000000000000000000000000000000000000000,113
fake_guadalupe,0,6,0.98061596524253972500246931120000000000000000000000000000000000000000000000000000,580
fake_guadalupe,0,7,0.98115224219518278612982566567392000000000000000000000000000000000000000000000000,2960
fake_guadalupe,1,1,0.50000050000000000000000000000000000000000000000000000000000000000000000000000000,0
fake_guadalupe,1,2,0.50000100000050000000000000000000000000000000000000000000000000000000000000000000,1
fake_guadalupe,1,3,0.97498938928002960000000000000000000000000000000000000000000000000000000000000000,4
fake_guadalupe,1,4,0.98154425210745165312000000000000000000000000000000000000000000000000000000000000,22
fake_guadalupe,1,5,0.98583842192515795724851200000000000000000000000000000000000000000000000000000000,114
fake_guadalupe,1,6,0.98629131693169493158536053760000000000000000000000000000000000000000000000000000,587
fake_guadalupe,1,7,0.98633950292444550741661631010816000000000000000000000000000000000000000000000000,3520
